"","logFC","logCPM","LR","PValue"
"8989",-15.0347977028532,5.0757772111104,-77650241.8925601,1
"8990",-15.221734371656,4.82861699807215,-77664127.6828825,1
"8992",-13.9100828125314,5.84309691546566,5243.04070198469,0
"8995",-14.781026531893,5.31228376418664,-77626470.4322508,1
"8996",-13.72215874034,6.15604568056727,101356.729612896,0
"8997",-5.52449580717091,14.3007737406785,337.913564041813,1.81661663256628e-75
"8999",-12.8938837454735,6.93814523275069,3496.90544717268,0
"9002",-3.08911911748606,16.6161722039668,202.632796825277,5.56307605249283e-46
"9003",-10.8746153756294,9.20124431001847,503.611625027002,1.5565360445809e-111
"9004",-14.3741835244675,5.64113003371642,-77583319.0693152,1
"9007",-14.2486325360679,5.83486406563744,3014.49883506016,0
"9008",-14.8210836155433,5.08041075398669,-77630237.9339542,1
"9010",-15.2474387494381,4.89451262712314,-77664676.5614817,1
"9014",-11.5919932494922,8.04110410692256,856.457386935873,2.8689501706584e-188
"9015",-15.1238542442981,4.83128475935029,-77657567.4921891,1
"9016",-11.0660089985888,9.5825438748513,23.5513304677634,1.2162529597972e-06
"9019",-15.3058484801009,4.76071343813015,-77669253.9685717,1
"9021",-14.5521458854071,5.34361878108227,-77606196.6086112,1
"9024",-15.0849957698923,4.9986659380355,-77652100.3313261,1
"9025",-14.019561263597,5.99660085373872,-77535261.445193,1
"9027",-14.6808310731019,5.38714912794453,-77616378.2692788,1
"9030",-14.6324479347012,5.34721267039184,-77613583.1680156,1
"9033",-14.2730812038105,5.8652375806573,2163.43546932989,0
"9034",-14.832853295844,5.20147348745953,-77631737.4258366,1
"9036",-15.3374309186651,4.90129627613879,-77670390.8306383,1
"9037",-13.5388150893499,6.64550174865978,3928.88933585183,0
"9038",-11.511048948969,8.34313343959745,1890.07908673075,0
"9040",-13.0490701775022,6.91164728414286,4059.57940662883,0
"9043",-14.9553748588443,5.08889711008093,-77642299.0792609,1
"9044",-13.346433489697,6.68915538024243,5486.30983188749,0
"9045",-14.5451234323365,5.58500461971235,-77603295.847392,1
"9046",-15.0056524744501,5.19920380817523,39706.5998860594,0
"9048",-15.2573896780522,4.84980850374001,-77665652.1090156,1
"9050",-9.98971294525102,9.9875025718954,923.848781981248,6.41884258480232e-203
"9051",-15.5089030923312,4.74357426016577,-77682011.8672629,1
"9052",-15.3828759455748,4.76698283801487,-77672676.4650509,1
"9056",-15.2689954390417,4.90099414261345,-77664641.4782443,1
"9061",-14.9487073939086,4.86249924363412,-77639539.3605605,1
"9064",-14.5798557763434,5.40896888356102,-77606638.1101441,1
"9065",-14.87443566059,5.26813772348829,-77634681.1879463,1
"9069",-15.615556734574,4.93735109922238,1889.62569174941,0
"9070",-7.98471591682559,11.8317833746406,918.21016267334,1.07942849168184e-201
"9071",-15.2761978033577,5.06143758670067,-77668994.2289147,1
"9073",-12.404568116282,7.53396654487696,1409.39631326644,1.90807334736934e-308
"9075",-14.0135094949699,5.95674982733692,-77532721.9422606,1
"9077",-14.2253529623201,5.72326432018235,-77563383.9349996,1
"9079",-15.1156017633471,5.02886875116315,-77655262.7255357,1
"9081",-14.8380944172371,5.59143277605264,16.5974825982115,4.62123205120976e-05
"9086",-13.8721247364826,6.1246324262123,2189.07257448376,0
"9087",-15.5981347061695,4.99380691758675,2555.87009659516,0
"9088",-15.5913877267201,4.72200867464273,-77685078.8371856,1
"9091",-14.6708640395713,5.53498239773269,1695.71516005147,0
"9095",-15.0207200089399,4.97431635960052,-77648142.9364377,1
"9099",-14.588481972709,5.47375421635817,-77609277.7125336,1
"9105",-8.51641295552808,11.2856364196118,845.743987896927,6.12117903206377e-186
"9107",-15.5916956576968,4.67869247084042,-77685581.1936299,1
"9112",-14.2272354883735,5.79649047897479,-77565639.6295303,1
"9113",-14.2966331476726,5.7011153132437,7215.95516733489,0
"9116",-13.9580677743038,6.04937667814056,5569.48820303461,0
"9118",-15.5941363135518,4.62714714414253,-77685296.1177115,1
"9120",-14.9170893256397,5.2196512022503,-77642214.9352101,1
"9123",-11.9344605346844,7.79222297145685,1206.91341275865,1.91789691212673e-264
"9128",-12.1274160475811,7.98861912007424,1083.83747035861,1.07582559354593e-237
"9133",-14.0812974173821,6.26572611172825,1166.00950706684,1.48754449757186e-255
"9136",-14.3409824129006,4.88431167613371,430.273746568367,1.41679550390882e-95
"9139",-14.3576034132783,5.65161235379129,-77581456.1299018,1
"9142",-15.1251097335721,5.24009134134654,-77658636.1709293,1
"9144",-9.80044070946393,9.88109079417845,575.053296354312,4.46783720267644e-127
"9146",-15.323579905435,4.77307929074901,-77668617.5711329,1
"9147",-14.5965778886379,5.77007852018074,611.202003527704,6.1278943901335e-135
"9148",-13.7993592027446,6.23475385733535,-77495752.5933527,1
"9149",-15.637542374777,4.98728155056464,-77690633.9610957,1
"9151",-13.272995571069,6.68606952625977,5940.40970295923,0
"9154",-15.2455667036555,4.79707739777934,-77663336.5492785,1
"9155",-14.987372394252,4.95633059226137,-77643516.8888925,1
"9159",-15.4548480565817,4.7327508487335,-77677750.3258234,1
"9162",-15.0443083862515,5.07667548890867,-77650914.151287,1
"9163",-14.5687090422429,5.48061015215402,-77605370.2001828,1
"9169",-13.9582698727193,6.06275466316348,-77524394.342106,1
"9173",-14.9211798366854,5.41469852737999,-77643440.6192456,1
"9176",-13.1320175672756,6.71679172791415,5253.42546710485,0
"9178",-12.5119365417353,7.3432063926411,2156.07130539802,0
"9181",-15.022784362515,5.04908172062701,-77648305.1803459,1
"9183",-13.8740777588382,6.2154681288843,2958.53210787165,0
"9184",-15.4580376785017,4.73929563345091,-77677128.246363,1
"9187",-14.1610557216365,5.53954485438075,703.736827975314,4.60372551289522e-155
"9190",-13.6912183688642,6.2784616550907,74247.1536361652,0
"9191",-15.4208393546636,4.89853629779498,-77678720.6390441,1
"9195",-14.9307457615069,5.26438030069276,-77643500.8692402,1
"9196",-15.5899755131499,4.69305468029914,-77685378.7592329,1
"9199",-10.170648187169,9.71206259034805,587.056632716189,1.09429729707671e-129
"9200",-13.5558619964157,6.4929396088591,2661.99908641544,0
"9204",-15.3591408287085,4.82119217502986,-77670810.8336695,1
"9205",-11.0466028561245,8.40443726507101,174.383189242848,8.16401160645527e-40
"9206",-10.9823848371548,10.0897866058245,28.0477282266134,1.18359973306806e-07
"9210",-15.4232003202934,4.82360791832398,-77676783.3685243,1
"9212",-13.3442664714544,6.65682617948465,4197.07023766752,0
"9213",-14.5410650443385,5.44946366053238,-77602694.94323,1
"9219",-15.1207277845091,5.38726782187967,784.067418253424,1.57084965057907e-172
"9225",-14.4775504634335,5.69104156918455,-77598376.229794,1
"9226",-15.0814712398225,5.38417957927379,-77656681.5968349,1
"9227",-12.9687390813155,6.88017322761118,4671.73083730791,0
"9230",-8.7247903958195,11.1155464706977,702.016167920641,1.08962255831094e-154
"9232",-15.5735113946,4.55665092514537,-77683127.4916566,1
"9234",-15.65163554903,4.6432946823936,1890.86878128251,0
"9235",-13.2062199237537,6.67326971752908,6235.10531854257,0
"9236",-15.2742691021293,4.83441910942156,-77665879.0589031,1
"9237",-13.7449296156635,6.48649223207252,386.739324862489,4.24363220498877e-86
"9239",-8.81634807839924,10.9774976610018,1067.84348106851,3.22117874197239e-234
"9240",-14.608226926651,5.49441123330015,-77613499.9847918,1
"9241",-14.4090209188015,5.68434220031751,1080.48914189574,5.74768290549748e-237
"9245",-12.5365478153358,7.25635356487025,15.1882594453048,9.73065328535121e-05
"9248",-14.984798776311,4.88276096874824,-77643728.2418116,1
"9250",-11.5381139874094,8.4310639196669,1789.46820311859,0
"9252",-14.8013462638121,5.04385552213513,1108.86931660712,3.90118391610986e-243
"9256",-15.502411248915,4.47960792397815,896.951334794568,4.51403742414471e-197
"9258",-14.8113040630683,5.40057056316463,1287.87794698001,4.86993622656549e-282
"9259",-14.0450033077559,6.04813196792622,5744.68130644902,0
"9261",-13.9086698662999,6.01200680343594,2266.91824753018,0
"9266",-14.8751417050812,5.60316087191172,798.936936488535,9.18735417380061e-176
"9274",-14.3248814438509,5.69564911272914,-77578819.7942505,1
"9276",-14.1122885610342,5.99466855549249,-77547701.9071262,1
"9279",-15.3941595029747,4.82965492562856,-77675196.661876,1
"9281",-14.0468897217228,5.61577608700336,4387.21528387986,0
"9283",-14.9935980328536,5.14512321237952,1323.41668764384,9.21471405563622e-290
"9284",-13.8804454476598,5.93550221247061,-77508915.4421694,1
"9288",-12.5794111278608,7.36960324499626,257.310273468928,6.6194790906136e-58
"9293",-14.4108687722537,5.66064375085735,-77591905.2131169,1
"9294",-13.5262547186242,6.35948235774313,24706.4838715022,0
"9303",-15.3027220978186,4.81598341304762,-77667092.9948589,1
"9304",-15.0317064019801,5.13308023653428,-77649325.8333189,1
"9322",-14.6213504387604,5.75434501715086,862.679741462355,1.27346673219875e-189
"9324",-14.7290372833876,5.25807071130629,-77624096.7466412,1
"9326",-14.9538282560756,5.40860094804166,47350.9581267788,0
"9327",-13.152399604768,6.77689672407019,2246.92387770959,0
"9328",-13.6528606952327,6.3753395072884,5753.32561418126,0
"9329",-15.0832520769212,5.06610577854311,-77652136.8979989,1
"9330",-14.4817027098831,5.51811070702422,-77596702.4721999,1
"9335",-13.7542783169683,6.08567352953398,2418.081178785,0
"9338",-15.3902154319321,4.73968112241456,-77673095.2542976,1
"9339",-9.06836359540492,10.8125917096347,1404.82062235951,1.88321042465229e-307
"9341",-14.7041549221446,5.45319268122206,-77621481.2869288,1
"9342",-14.3395680017953,5.67802747359603,-77577991.0752292,1
"9343",-14.8847086730403,5.35236328534304,-77637495.074741,1
"9349",-15.5600252980389,4.67800521982072,-77683686.1587993,1
"9350",-15.3773574554138,4.86443935512961,-77673180.0054263,1
"9352",-15.4114273756003,4.79212470017441,-77676079.6558815,1
"9354",-14.6766976186861,5.3646814335978,-77616761.6806058,1
"9355",-15.3816190530682,4.93768463295359,-77674877.5955322,1
"9358",-14.7335978627171,5.22780824004636,-77622941.146136,1
"9361",-13.7657116931771,6.25046994091531,32251.6532447376,0
"9362",-15.0646509891107,4.86423649280684,-77650195.8986143,1
"9363",-13.3437405317871,6.75843131471354,2276.52917105031,0
"9364",-15.3840525853174,4.72347350609955,-77671593.1276867,1
"9367",-14.3533770599425,5.7065745927949,-77580235.872491,1
"9368",-15.4580463268416,4.87449187746571,-77678481.8641171,1
"9371",-14.4611682560252,5.6545490395657,-77597731.654863,1
"9375",-14.6188788225956,5.17422193670551,981.702844572163,1.70390208991082e-215
"9376",-14.9638229015936,5.13767229215795,-77643294.8042197,1
"9377",-7.88548626262837,11.4869120987451,178.953592967372,8.20157060610611e-41
"9378",-15.3502170653754,4.89666712065412,-77672795.1790479,1
"9380",-15.2634274387547,4.70958154935498,-77665881.4205198,1
"9381",-15.3660441016164,4.91393019452538,-77672497.2744361,1
"9382",-8.84254352726371,10.9483672179387,899.102444262507,1.53793745005479e-197
"9387",-14.74182591698,5.41942773814031,-77623831.3959371,1
"9389",-16.12659442219,5.16075883185295,-77710527.3609344,1
"9394",-12.5252413135238,7.42237815590812,722.103966326194,4.66827968077077e-159
"9399",-14.1107085984801,5.93384448764558,-77547988.4403098,1
"9400",-14.4642394869957,5.67827963513117,-77595948.4715727,1
"9402",-14.8318542757702,5.41943536589651,177.811067335018,1.45669610734347e-40
"9405",-13.8166160039033,6.08067957880407,-77497710.4162981,1
"9407",-15.0704377074681,4.98710782856771,-77653113.0227171,1
"9408",-14.1861258951656,6.00074658571322,2328.52760207011,0
"9410",-14.8576689390791,4.90483840323912,-77634133.3641721,1
"9411",-13.904226382733,5.49441472146208,222.582810380255,2.47184582050097e-50
"9414",-14.6084436154097,5.24847466871168,5149.72389626248,0
"9415",-14.5999075508295,5.54187444837277,2249.99557722671,0
"9416",-14.9114840305488,5.33652143350535,13999.1654366182,0
"9420",-15.0343311260917,5.2423405058864,-77649893.1734746,1
"9421",-14.6728664214785,5.50843252488114,-77617746.7558706,1
"9424",-13.1929893152528,6.97491307464067,1191.15977413577,5.08783161979295e-261
"9425",-14.9838405809447,5.20100388800123,-77646174.5718713,1
"9426",-15.4702097187121,4.85161971575864,-77679254.9277915,1
"9427",-14.8322830344768,5.29932545684294,-77634689.1109188,1
"9428",-14.4083175219761,5.88485483142973,126.117529771193,2.89801661379561e-29
"9429",-12.6555738424722,5.98614793478639,9.42987540599904,0.00213478792538118
"9431",-15.2424594218765,4.9183519093543,-77665507.2863017,1
"9433",-14.4011974767461,5.53256094252122,1316.17389267716,3.45481403399645e-288
"9434",-11.9322583462859,7.87415426369737,1813.82800305628,0
"9435",-14.6688409025728,5.35083903382051,488.381269699216,3.20649500571751e-108
"9436",-12.8393969227778,7.10535743424966,1623.76426725325,0
"9439",-14.7289682169365,5.29281071726976,-77622084.4186838,1
"9447",-11.4042350371962,8.40053801324979,952.86860983219,3.15630781538235e-209
"9451",-11.1244243412541,8.58433109410498,1009.31573924337,1.69577913535757e-221
"9453",-15.6215112282042,4.65821143144691,-77686622.2682466,1
"9455",-13.6268189081442,6.29527438856018,-77463996.6900872,1
"9456",-13.7465336002117,6.37224324005052,3697.22098579393,0
"9457",-14.7423655896538,5.03624183892707,3162.24274652403,0
"9458",-14.418862011147,5.98526282685455,793.751051508609,1.23225797594279e-174
"9460",-15.3565300747084,4.65191179593794,-77669862.3470284,1
"9461",-12.9224616122239,7.19671720734744,2296.27569374274,0
"9463",-15.102099878236,4.79217227734864,-77651948.8064671,1
"9465",-14.3654620135428,5.5742341938141,-77584856.1531016,1
"9466",-15.1674639797835,5.00773440970679,-77660651.5077978,1
"9470",-15.3178104272827,4.80149535581898,-77669981.9294882,1
"9471",-14.6261626996767,5.31981734826574,-77611551.8382615,1
"9472",-14.8003638757995,5.24305604088475,-77628923.2703259,1
"9474",-13.9694280699764,5.97137255069641,-77526303.6260979,1
"9476",-14.6704912848494,5.33562386314699,-77615404.6534375,1
"9478",-15.1973919830569,4.93445279864345,-77661580.1832627,1
"9479",-13.8014367798667,6.45066643420092,717.379646351699,4.97108651360173e-158
"9481",-14.9031395933695,5.19835068825987,-77639721.6876197,1
"9484",-14.7825495565429,5.31438727015696,-77627480.8772112,1
"9486",-15.0068704373333,5.11117745938946,-77646156.735394,1
"9487",-15.1334959641105,4.73561089561384,1972.07586142082,0
"9496",-14.7971835404329,5.20283433819353,-77628466.5403106,1
"9497",-13.771710435659,6.11279824245532,4036.50955270304,0
"9502",-13.8983412532687,6.06550154091013,70111.3531941297,0
"9503",-13.8525837906546,6.21877742612479,-77504900.0180448,1
"9504",-15.1327612366778,4.97384690938017,-77656269.114288,1
"9507",-15.4634727887831,4.67286803188115,-77678107.2775353,1
"9509",-14.7158556824473,5.1787663204183,46600.5903756873,0
"9511",-15.616445875354,4.72271891134056,-77688132.8702299,1
"9512",-14.9827639391801,4.97371982078648,-77644280.5348513,1
"9516",-14.9237831252541,5.09309507392614,-77640519.0998891,1
"9520",-14.8555581973802,5.22607966379273,-77634051.6915613,1
"9523",-15.1741134370751,4.84083515904955,16572.227540002,0
"9524",-15.3696716341146,4.79569833229051,-77672891.537672,1
"9528",-11.2575392394689,8.56303020285839,1492.34630131196,0
"9530",-12.1694331531953,7.70794230840651,849.43816210154,9.63188173341343e-187
"9531",-15.6784772263933,4.57595713581636,-77689420.6862628,1
"9545",-14.0817202504868,5.72045440871871,34021.4082472386,0
"9548",-15.5356314497824,5.08527130343547,-77680765.0910002,1
"9550",-13.34214096794,6.82465621370599,2306.65482903846,0
"9553",-15.0482438573853,4.97175578480633,1863.02738084196,0
"9555",-12.6903917080564,7.21677497395211,3584.34568083989,0
"9556",-13.4704852563066,6.45165201530303,2194.91289480287,0
"9557",-13.4335268193208,6.57426996598986,1631.34126066626,0
"9564",-13.6893370698767,6.32456668065345,-77476490.7299981,1
"9565",-10.3592917515054,9.3509847601785,749.444393367866,5.29920254519161e-165
"9567",-13.5629869827429,6.30664210425083,72094.8715534385,0
"9568",-13.8929073081801,6.26020990535175,1572.79682003577,0
"9573",-13.6815671450756,6.13841459105127,14088.0988570405,0
"9574",-14.9184495917159,5.21045309044943,-77640164.669762,1
"9576",-9.76924569549371,10.2250819137069,1002.97319262026,4.05510346703142e-220
"9577",-15.3589276001365,4.7889753233009,-77673622.4208635,1
"9578",-15.1898750547075,4.66827493205953,-77659423.4490697,1
"9579",-15.0571062237743,4.77066126245511,1268.99932172999,6.16831183601577e-278
"9581",-13.0441050597506,7.09116109063401,2138.06880858706,0
"9582",-14.0129553722618,6.00876714737646,-77535616.2328886,1
"9585",-15.7543704262548,4.9405186904128,1390.77722252768,2.12110866638318e-304
"9586",-13.0006720929582,6.83077686631283,2601.70798580831,0
"9592",-14.9699676395474,5.17928031056633,-77645455.9171218,1
"9595",-15.7679304284614,4.94964233292505,983.071755386817,8.58790946533342e-216
"9599",-14.44540432504,5.63267543455367,-77592066.0061884,1
"9602",-13.0813341633768,6.57936397533449,300.843572933344,2.15767528508075e-67
"9607",-9.8320699144202,10.1215455902562,714.985110906633,1.64870175210459e-157
"9609",-15.1403525462172,4.93448975011624,-77656832.1660177,1
"9610",-13.3967288847997,6.73330763465985,531.900399117923,1.0902047765806e-117
"9611",-15.044214744588,5.02735265204145,-77650718.2256671,1
"9612",-15.3706560755092,4.88200337250484,-77671704.47708,1
"9614",-15.2139009024406,4.89067107286658,-77665655.4977521,1
"9620",-14.9276134440276,5.24969467759072,-77641342.8882276,1
"9621",-14.7779477018796,5.29961965756016,-77626628.0610741,1
"9624",-14.8242872128962,5.40971428947395,-77636343.9813314,1
"9627",-14.1264759780045,5.91083032490296,2382.0815985749,0
"9630",-15.0661034858199,5.02850656366593,-77652101.4856811,1
"9633",-14.1878318401675,5.84593740762248,1521.66605155304,0
"9635",-14.5096476660485,5.56204469096646,-77600826.5946277,1
"9639",-10.6356732025202,8.65277223131061,216.373840363152,5.5894717548976e-49
"9641",-14.5505672324292,5.55211804860896,-77604764.4436704,1
"9643",-12.715662150205,7.24878350275362,2664.97637541596,0
"9644",-15.2132629752675,4.93758829003917,2948.20000017616,0
"9647",-14.5468717884034,5.60772212958644,28926.8774169878,0
"9648",-15.3811631244013,4.83360280292228,-77673315.4464982,1
"9651",-14.34312457945,7.77962353259522,34.7139650746475,3.8188229722773e-09
"9653",-15.4533442263867,4.99609714714509,-77679112.1472773,1
"9654",-12.8197850932966,7.16023895952693,5338.15519346485,0
"9655",-14.8473775325784,5.27195695677277,-77632957.5067423,1
"9656",-10.0069010759726,9.73026756081965,761.519136439801,1.25531234887786e-167
"9658",-13.783010850967,6.19290703682437,-77494713.4207316,1
"9659",-12.9956451676333,6.78797263136698,3417.66691280097,0
"9670",-13.8728498272536,6.05530260859066,10076.9415073887,0
"9671",-14.9251091757905,5.30774900415299,-77642267.7742737,1
"9675",-14.7045572104117,5.14666352525329,991.625323700011,1.18747997363059e-217
"9677",-9.44999022271332,10.3042729762661,795.993042723889,4.01096140986599e-175
"9678",-13.7826544698352,6.11832089369711,378.678686919975,2.41342143160038e-84
"9679",-14.6651390257052,5.46059512482255,-77615582.9643667,1
"9680",-14.1593733468854,5.96497247303102,-77557419.4499337,1
"9684",-12.894085266573,7.03564305261205,3278.80272008721,0
"9688",-15.2416024036567,4.85871638613351,-77663023.0673706,1
"9689",-13.952542337341,5.90720699186677,535.676011381487,1.64480362809476e-118
"9692",-15.5159826470652,4.95016721032945,-77683258.5224978,1
"9693",-15.4145607939604,4.83530410708371,-77675160.1337838,1
"9694",-14.808289421949,5.29497074008871,-77630474.4850487,1
"9695",-14.9745930327407,4.98058380493188,-77643330.6159348,1
"9697",-14.0558154126469,5.98770603342093,-77543971.1582433,1
"9698",-13.5793849839088,6.34439980483092,11015.7682364935,0
"9699",-15.205903326186,4.87604424212575,-77660982.9393082,1
"9700",-16.2586640208153,4.59763124995927,503.219050780403,1.89484751523005e-111
"9706",-15.4749051259135,5.12811923033413,1138.66316811348,1.30555905844036e-249
"9707",-15.7795015824205,4.66493172909612,-77695818.8443638,1
"9713",-12.3375832431168,7.4167606223996,336.847838353757,3.10002075742362e-75
"9714",-15.2326317720775,4.98099163937576,-77665170.2905778,1
"9715",-15.3322073372154,5.2804891626506,-77671696.0434408,1
"9717",-14.4565866799956,5.34438109751523,-77592246.3087947,1
"9718",-14.8474537791636,5.26036883808809,-77632750.7969801,1
"9720",-15.7063570756622,4.60526209988416,-77691911.1901094,1
"9724",-14.9367037300301,4.97605280836893,-77638892.3540689,1
"9725",-15.0689386263219,4.91945075514708,-77651214.6444977,1
"9726",-14.3616429733509,5.92797635410827,3945.64173221949,0
"9727",-12.4494171304993,6.79037718556762,228.23715663981,1.44475971974636e-51
"9729",-21.1411730110584,4.00224276807145,43.7997652524278,3.63748657841635e-11
"9730",-15.158628783498,4.98938774389776,-77658633.0851232,1
"9732",-12.3590301927844,7.41619238823382,2071.11199717975,0
"9733",-15.0322248572238,5.06972971865158,-77648970.9607164,1
"9734",-14.1940783100352,5.81859027699836,2470.85766879488,0
"9735",-15.5376527383966,4.85308447294356,-77683745.9972845,1
"9737",-10.5280955780734,9.83924689519625,10.5091439419015,0.00118785272246381
"9740",-14.6442018014761,5.29935408262479,10602.2540965821,0
"9743",-12.454545200347,7.72644508190668,1589.47370410513,0
"9744",-14.6953213698106,5.4129834893811,-77618070.3389967,1
"9745",-13.2443520356415,6.76876310777215,3392.9122506599,0
"9746",-15.3719909022842,4.92309336478089,-77673296.7845687,1
"9749",-13.6090032613304,6.30521079711139,13211.3437873798,0
"9753",-11.2789164582348,8.71240793478012,909.761684988343,7.40901296276385e-200
"9756",-15.3141016169565,4.82338274985463,-77667809.696559,1
"9757",-12.080700124792,7.71243167357754,2849.184507568,0
"9762",-15.4768998809771,4.73946488177037,-77677787.9084336,1
"9763",-15.5778587258723,4.81461530016763,-77687381.2517672,1
"9769",-11.0164332296419,8.84280979316322,847.721342282913,2.27484664340229e-186
"9771",-13.5805679860389,6.25934799451313,2491.93360894821,0
"9772",-12.3573124578238,7.57549783846031,41.6754130834994,1.07755600095253e-10
"9773",-14.42474645311,5.71794534239566,15234.1607966007,0
"9783",-12.88930775368,7.16625786866744,2247.8953172367,0
"9784",-11.5071627656097,8.34891532624422,1032.84108761398,1.30590420148363e-226
"9785",-14.9987036103829,4.75429526609308,2831.58512633628,0
"9788",-13.4150116381737,6.59222656377765,10553.4505172005,0
"9789",-11.3436368077342,8.52919797631164,1137.37759740737,2.48427418579985e-249
"9793",-14.9876576128278,5.05858400572687,-77645676.1449634,1
"9794",-10.94626963403,9.25488212704504,384.737055585316,1.1578342033297e-85
"9796",-15.4961971135926,4.76462227672388,-77681306.0222207,1
"9798",-12.7065201565345,8.0091722152839,90.3231159385167,2.02275504205837e-21
"9799",-15.2411440538679,5.00231380777482,-77664307.9187084,1
"9803",-14.670352792703,5.3625662669499,-77618859.8370333,1
"9805",-14.9187423426485,5.34199539433425,4096.58324750481,0
"9807",-14.0847602759671,5.92467170995212,-77546082.2754166,1
"9809",-13.8566550201838,6.13946141909729,188.980046887946,5.30845142856387e-43
"9811",-12.7714890734867,7.05412939066122,6605.98373355042,0
"9814",-13.9532128566238,6.19121671770504,6639.99236832618,0
"9815",-12.1824164425078,7.7843213554707,32.8755736472862,9.82500344361066e-09
"9816",-10.5211795972848,8.99642350740608,470.721382476856,2.23249693395468e-104
"9823",-14.3504932930468,5.73913429639136,-77583799.2768157,1
"9824",-15.4475107234429,4.73084125561213,-77675929.1532256,1
"9825",-14.0451087508649,5.77542818656403,-77533912.1619335,1
"9827",-15.4736572392666,4.76197684857745,-77678044.9173254,1
"9828",-15.335968765741,4.77709431154351,-77671190.6863927,1
"9829",-14.6995199215261,5.22763902301641,511.179489919549,3.51230326032733e-113
"9833",-13.9140893736034,6.22087169803378,2901.39331197353,0
"9838",-15.4856823733868,4.61425584582842,7351.35096848542,0
"9842",-15.1434210248588,5.20360961362592,-77659479.3431479,1
"9848",-14.5301900108485,5.79698507901111,4863.45133703856,0
"9854",-15.0208579340008,5.12386493951963,-77649659.7342078,1
"9857",-14.9433946453083,5.0995274574367,-77641743.5314908,1
"9858",-14.2295670621386,6.0129677387813,-77565934.5562773,1
"9864",-15.0943110120799,5.05421898581422,-77654690.0102884,1
"9865",-14.1965660611547,5.98553386172938,2215.51340157398,0
"9868",-12.9265452336135,7.13176468036396,3841.19179209431,0
"9873",-15.3091035385365,4.97078588300431,-77669728.130794,1
"9877",-14.9885973911128,5.14618128445719,-77647879.5682298,1
"9890",-14.043891625338,5.9275514265998,-77534535.3731648,1
"9892",-6.96103203269197,13.3193387081935,37.7988811842909,7.84267391696183e-10
"9895",-9.04564505577948,10.8481688384278,1073.53666307715,1.86467679230713e-235
"9904",-14.7948745207668,5.20086180476498,-77628030.6919934,1
"9905",-15.9805779509422,4.57157593216066,-77705865.0016176,1
"9908",-14.7279424442988,5.32401844989967,-77623979.1321851,1
"9909",-14.521159091657,5.63506936643034,-77602520.7438905,1
"9911",-14.8915763803346,5.27840088335891,-77637649.2993083,1
"9919",-12.6775447452691,7.19586927243975,2993.30953041001,0
"9922",-15.3732825748349,4.856588912071,-77673653.5115203,1
"9924",-14.9574092287728,5.2131002715061,-77644001.6982492,1
"9925",-15.0407525742657,4.99478741869386,-77651828.4506378,1
"9928",-15.3298806493055,5.04742117030054,5968.9623986908,0
"9930",-12.540182889774,7.22962328290503,1518.4206883819,0
"9934",-9.56745969361536,10.2191838872884,1028.17727692395,1.34780107071107e-225
"9935",-14.2582348013734,6.18941653208386,420.372279872863,2.02495433537462e-93
"9936",-14.7258198135196,5.3139653444618,-77621392.0861127,1
"9939",-15.66229070516,4.50565315938176,-77687717.9375194,1
"9940",-14.4371920028914,5.56702336063125,-77591030.6035869,1
"9943",-13.2799270980622,6.48060008318423,3909.0285569252,0
"9945",-13.8224005352516,6.17867186449343,49462.1600566974,0
"9948",-15.640256741103,4.70446204872184,-77689892.5345746,1
"9949",-15.3171013149349,4.79703022267682,-77668220.1131981,1
"9950",-15.5085215712847,4.64727390140607,-77680839.2012742,1
"9951",-15.5668022567588,4.53963399291173,1201.28456039845,3.2072177717741e-263
"9952",-15.2593930484684,5.08978588612583,-77666562.6074774,1
"9953",-13.3036694754692,7.17988360498283,295.535908226717,3.09293343276963e-66
"9954",-15.3395590521977,4.76531691631412,-77669570.7746559,1
"9959",-14.4191621973396,5.5322998370241,11184.5267841855,0
"9960",-15.2079149691242,4.98821838567105,-77662939.9906205,1
"9961",-14.7273636478408,5.49199529673673,-77624764.4107971,1
"9965",-13.9145927331425,5.94123075432026,-77517277.6716643,1
"9966",-15.5250358333062,4.73191861722862,-77680241.7191362,1
"9967",-14.5569619030843,5.54707661966434,-77606879.6040963,1
"9972",-13.0882932125949,6.76981452587272,1944.69568031506,0
"9975",-14.4457100993423,5.65313922982506,-77597232.5952251,1
"9977",-14.434126638534,5.08564173580042,259.598153070999,2.09946882752116e-58
"9981",-15.5757999075548,4.65462879328635,7861.14919623004,0
"9983",-10.8828480574251,9.08378386069034,916.880341060998,2.10026940512965e-201
"9986",-15.5128350995121,4.6324318633153,-77679494.1265012,1
"9990",-13.5718991183436,6.40769945785338,23913.7371266187,0
"9993",-15.4478775515576,4.77022473418272,-77676690.2881878,1
"9996",-15.7802278150973,4.65273988689192,-77694590.4262901,1
"9997",-15.1758655614492,4.96629408696603,-77658659.4890925,1
"9999",-12.8610947495672,7.03607908884426,2182.96028873986,0
"10001",-14.4284209787148,5.63513627617612,-77591213.5363816,1
"10003",-15.3127864234459,4.8030296889787,-77666687.3459334,1
"10005",-14.7648877646393,5.36102576204541,14525.9230371412,0
"10006",-14.5259165107041,5.84182646037569,870.603396295133,2.41216491134742e-191
"10008",-15.5659075030488,4.6165659525539,-77682827.62872,1
"10009",-15.2205379767454,4.96241724906297,-77662496.3050843,1
